input: -0.123655, output_cpu: 0.469126, output_gpu: 0.469126
input: -5.411876, output_cpu: 0.004443, output_gpu: 0.004443
input: -4.873523, output_cpu: 0.007588, output_gpu: 0.007588
input: -3.373432, output_cpu: 0.033136, output_gpu: 0.033136
input: -3.389846, output_cpu: 0.032614, output_gpu: 0.032614
input: -2.161821, output_cpu: 0.103232, output_gpu: 0.103232
input: -1.955799, output_cpu: 0.123922, output_gpu: 0.123922
input: -2.379989, output_cpu: 0.084711, output_gpu: 0.084711
input: -2.026708, output_cpu: 0.116427, output_gpu: 0.116427
input: -1.314038, output_cpu: 0.211812, output_gpu: 0.211812
input: -1.055753, output_cpu: 0.258122, output_gpu: 0.258122
input: -0.253854, output_cpu: 0.436875, output_gpu: 0.436875
input: -0.075526, output_cpu: 0.481128, output_gpu: 0.481128
input: -0.445524, output_cpu: 0.390425, output_gpu: 0.390425
input: 0.017371, output_cpu: 0.504343, output_gpu: 0.504343
input: 0.863006, output_cpu: 0.703288, output_gpu: 0.703288
input: 1.361714, output_cpu: 0.796038, output_gpu: 0.796038
input: -0.235183, output_cpu: 0.441474, output_gpu: 0.441474
input: -2.057159, output_cpu: 0.113331, output_gpu: 0.113331
input: -1.109437, output_cpu: 0.247976, output_gpu: 0.247976
input: -0.771155, output_cpu: 0.316229, output_gpu: 0.316229
input: 0.116382, output_cpu: 0.529063, output_gpu: 0.529063
input: 1.202041, output_cpu: 0.768888, output_gpu: 0.768888
input: 1.417871, output_cpu: 0.805004, output_gpu: 0.805004
input: 1.741225, output_cpu: 0.850843, output_gpu: 0.850843
input: 1.964586, output_cpu: 0.877028, output_gpu: 0.877028
input: 0.614817, output_cpu: 0.649039, output_gpu: 0.649039
input: -0.102963, output_cpu: 0.474282, output_gpu: 0.474282
input: 1.393853, output_cpu: 0.801207, output_gpu: 0.801207
input: 2.520403, output_cpu: 0.925560, output_gpu: 0.925560
input: 1.444268, output_cpu: 0.809115, output_gpu: 0.809115
input: -3.843348, output_cpu: 0.020972, output_gpu: 0.020972
input: -1.749105, output_cpu: 0.148160, output_gpu: 0.148160
input: -0.124498, output_cpu: 0.468916, output_gpu: 0.468916
input: 0.520732, output_cpu: 0.627319, output_gpu: 0.627319
input: 1.372215, output_cpu: 0.797738, output_gpu: 0.797738
input: 1.820855, output_cpu: 0.860669, output_gpu: 0.860669
input: 1.665990, output_cpu: 0.841040, output_gpu: 0.841040
input: 1.043274, output_cpu: 0.739481, output_gpu: 0.739481
input: -2.512033, output_cpu: 0.075019, output_gpu: 0.075019
input: -5.463162, output_cpu: 0.004222, output_gpu: 0.004222
input: -3.684316, output_cpu: 0.024499, output_gpu: 0.024499
input: 0.211171, output_cpu: 0.552597, output_gpu: 0.552597
input: 1.144001, output_cpu: 0.758413, output_gpu: 0.758413
input: -4.208508, output_cpu: 0.014651, output_gpu: 0.014651
input: -1.672393, output_cpu: 0.158105, output_gpu: 0.158105
input: -0.139308, output_cpu: 0.465229, output_gpu: 0.465229
input: -0.364474, output_cpu: 0.409877, output_gpu: 0.409877
input: -0.937062, output_cpu: 0.281494, output_gpu: 0.281494
input: -0.750129, output_cpu: 0.320793, output_gpu: 0.320793
input: -0.652100, output_cpu: 0.342516, output_gpu: 0.342516
input: -0.699521, output_cpu: 0.331919, output_gpu: 0.331919
input: -3.820950, output_cpu: 0.021437, output_gpu: 0.021437
input: -7.166437, output_cpu: 0.000771, output_gpu: 0.000771
input: -5.598598, output_cpu: 0.003689, output_gpu: 0.003689
input: -1.033051, output_cpu: 0.262493, output_gpu: 0.262493
input: -0.115694, output_cpu: 0.471109, output_gpu: 0.471109
input: -2.988125, output_cpu: 0.047965, output_gpu: 0.047965
input: -1.261896, output_cpu: 0.220648, output_gpu: 0.220648
input: -1.146619, output_cpu: 0.241107, output_gpu: 0.241107
input: -3.411681, output_cpu: 0.031932, output_gpu: 0.031932
input: -5.171457, output_cpu: 0.005644, output_gpu: 0.005644
input: -5.135018, output_cpu: 0.005852, output_gpu: 0.005852
input: -3.818198, output_cpu: 0.021495, output_gpu: 0.021495
input: -2.402825, output_cpu: 0.082958, output_gpu: 0.082958
input: -3.335933, output_cpu: 0.034359, output_gpu: 0.034359
input: -5.707215, output_cpu: 0.003311, output_gpu: 0.003311
input: -4.575127, output_cpu: 0.010200, output_gpu: 0.010200
input: -1.890417, output_cpu: 0.131197, output_gpu: 0.131197
input: -2.153305, output_cpu: 0.104023, output_gpu: 0.104023
input: -1.121423, output_cpu: 0.245747, output_gpu: 0.245748
input: -1.047092, output_cpu: 0.259784, output_gpu: 0.259784
input: -3.165607, output_cpu: 0.040481, output_gpu: 0.040481
input: -6.378069, output_cpu: 0.001696, output_gpu: 0.001696
input: -8.653313, output_cpu: 0.000175, output_gpu: 0.000175
input: -10.616543, output_cpu: 0.000025, output_gpu: 0.000025
input: -10.686128, output_cpu: 0.000023, output_gpu: 0.000023
input: -6.661141, output_cpu: 0.001278, output_gpu: 0.001278
input: -4.196070, output_cpu: 0.014831, output_gpu: 0.014831
input: -3.848664, output_cpu: 0.020864, output_gpu: 0.020864
input: -3.763489, output_cpu: 0.022676, output_gpu: 0.022676
input: -3.235471, output_cpu: 0.037852, output_gpu: 0.037852
input: -4.050440, output_cpu: 0.017117, output_gpu: 0.017117
input: -1.224289, output_cpu: 0.227183, output_gpu: 0.227183
input: -0.989830, output_cpu: 0.270946, output_gpu: 0.270946
input: -3.687953, output_cpu: 0.024412, output_gpu: 0.024412
input: -6.565262, output_cpu: 0.001406, output_gpu: 0.001406
input: -8.562068, output_cpu: 0.000191, output_gpu: 0.000191
input: -11.879786, output_cpu: 0.000007, output_gpu: 0.000007
input: -13.488122, output_cpu: 0.000001, output_gpu: 0.000001
input: -9.243710, output_cpu: 0.000097, output_gpu: 0.000097
input: -5.906574, output_cpu: 0.002714, output_gpu: 0.002714
input: -4.444077, output_cpu: 0.011612, output_gpu: 0.011612
input: -4.338454, output_cpu: 0.012888, output_gpu: 0.012888
input: -4.478123, output_cpu: 0.011227, output_gpu: 0.011227
input: -4.907368, output_cpu: 0.007338, output_gpu: 0.007338
input: -2.327088, output_cpu: 0.088904, output_gpu: 0.088904
input: -2.089651, output_cpu: 0.110107, output_gpu: 0.110107
input: -5.515423, output_cpu: 0.004008, output_gpu: 0.004008
input: -9.811006, output_cpu: 0.000055, output_gpu: 0.000055
input: -9.555080, output_cpu: 0.000071, output_gpu: 0.000071
input: -10.371333, output_cpu: 0.000031, output_gpu: 0.000031
input: -11.621765, output_cpu: 0.000009, output_gpu: 0.000009
input: -7.951416, output_cpu: 0.000352, output_gpu: 0.000352
input: -5.187033, output_cpu: 0.005558, output_gpu: 0.005558
input: -4.770696, output_cpu: 0.008403, output_gpu: 0.008403
input: -4.301624, output_cpu: 0.013365, output_gpu: 0.013365
input: -5.595299, output_cpu: 0.003702, output_gpu: 0.003702
input: -5.211207, output_cpu: 0.005425, output_gpu: 0.005425
input: -3.428960, output_cpu: 0.031403, output_gpu: 0.031403
input: -3.417989, output_cpu: 0.031738, output_gpu: 0.031738
input: -7.545852, output_cpu: 0.000528, output_gpu: 0.000528
input: -14.382178, output_cpu: 0.000001, output_gpu: 0.000001
input: -11.726776, output_cpu: 0.000008, output_gpu: 0.000008
input: -7.438457, output_cpu: 0.000588, output_gpu: 0.000588
input: -7.239569, output_cpu: 0.000717, output_gpu: 0.000717
input: -6.168622, output_cpu: 0.002090, output_gpu: 0.002090
input: -4.743770, output_cpu: 0.008631, output_gpu: 0.008631
input: -3.945490, output_cpu: 0.018975, output_gpu: 0.018975
input: -4.195314, output_cpu: 0.014842, output_gpu: 0.014842
input: -5.767553, output_cpu: 0.003118, output_gpu: 0.003118
input: -4.869431, output_cpu: 0.007619, output_gpu: 0.007619
input: -3.223554, output_cpu: 0.038289, output_gpu: 0.038289
input: -3.429644, output_cpu: 0.031382, output_gpu: 0.031382
input: -5.939913, output_cpu: 0.002625, output_gpu: 0.002625
input: -10.525694, output_cpu: 0.000027, output_gpu: 0.000027
input: -8.109277, output_cpu: 0.000301, output_gpu: 0.000301
input: -4.675624, output_cpu: 0.009234, output_gpu: 0.009234
input: -4.918244, output_cpu: 0.007259, output_gpu: 0.007259
input: -5.969785, output_cpu: 0.002548, output_gpu: 0.002548
input: -6.651469, output_cpu: 0.001290, output_gpu: 0.001290
input: -5.375370, output_cpu: 0.004608, output_gpu: 0.004608
input: -5.133988, output_cpu: 0.005858, output_gpu: 0.005858
input: -5.929052, output_cpu: 0.002654, output_gpu: 0.002654
input: -4.202280, output_cpu: 0.014741, output_gpu: 0.014741
input: -2.940842, output_cpu: 0.050171, output_gpu: 0.050171
input: -3.952089, output_cpu: 0.018852, output_gpu: 0.018852
input: -5.056612, output_cpu: 0.006327, output_gpu: 0.006327
input: -6.005341, output_cpu: 0.002459, output_gpu: 0.002459
input: -5.496143, output_cpu: 0.004086, output_gpu: 0.004086
input: -4.453674, output_cpu: 0.011502, output_gpu: 0.011502
input: -5.147584, output_cpu: 0.005780, output_gpu: 0.005780
input: -6.273012, output_cpu: 0.001883, output_gpu: 0.001883
input: -6.661697, output_cpu: 0.001277, output_gpu: 0.001277
input: -5.349801, output_cpu: 0.004727, output_gpu: 0.004727
input: -4.953768, output_cpu: 0.007007, output_gpu: 0.007007
input: -5.186011, output_cpu: 0.005563, output_gpu: 0.005563
input: -4.230306, output_cpu: 0.014339, output_gpu: 0.014339
input: -2.703513, output_cpu: 0.062766, output_gpu: 0.062766
input: -4.282796, output_cpu: 0.013616, output_gpu: 0.013616
input: -5.020069, output_cpu: 0.006561, output_gpu: 0.006561
input: -4.792506, output_cpu: 0.008223, output_gpu: 0.008223
input: -4.938693, output_cpu: 0.007113, output_gpu: 0.007113
input: -5.588740, output_cpu: 0.003726, output_gpu: 0.003726
input: -6.643075, output_cpu: 0.001301, output_gpu: 0.001301
input: -7.229981, output_cpu: 0.000724, output_gpu: 0.000724
input: -7.233593, output_cpu: 0.000721, output_gpu: 0.000721
input: -6.011597, output_cpu: 0.002444, output_gpu: 0.002444
input: -5.226192, output_cpu: 0.005345, output_gpu: 0.005345
input: -4.509876, output_cpu: 0.010880, output_gpu: 0.010880
input: -3.953488, output_cpu: 0.018826, output_gpu: 0.018826
input: -2.229042, output_cpu: 0.097173, output_gpu: 0.097173
input: -3.738834, output_cpu: 0.023229, output_gpu: 0.023229
input: -3.539580, output_cpu: 0.028207, output_gpu: 0.028207
input: -3.368481, output_cpu: 0.033295, output_gpu: 0.033295
input: -3.299678, output_cpu: 0.035582, output_gpu: 0.035582
input: -3.748502, output_cpu: 0.023011, output_gpu: 0.023011
input: -4.487025, output_cpu: 0.011129, output_gpu: 0.011129
input: -4.976012, output_cpu: 0.006854, output_gpu: 0.006854
input: -4.682570, output_cpu: 0.009170, output_gpu: 0.009170
input: -3.710100, output_cpu: 0.023890, output_gpu: 0.023890
input: -3.084578, output_cpu: 0.043748, output_gpu: 0.043748
input: -2.529117, output_cpu: 0.073842, output_gpu: 0.073842
input: -3.088708, output_cpu: 0.043575, output_gpu: 0.043575
input: -4.614226, output_cpu: 0.009813, output_gpu: 0.009813
input: -5.287179, output_cpu: 0.005031, output_gpu: 0.005031
input: -5.045553, output_cpu: 0.006397, output_gpu: 0.006397
input: -5.438818, output_cpu: 0.004326, output_gpu: 0.004326
input: -5.296865, output_cpu: 0.004982, output_gpu: 0.004982
input: -6.223810, output_cpu: 0.001978, output_gpu: 0.001978
input: -6.705470, output_cpu: 0.001223, output_gpu: 0.001223
input: -7.425650, output_cpu: 0.000595, output_gpu: 0.000595
input: -6.047224, output_cpu: 0.002359, output_gpu: 0.002359
input: -5.707633, output_cpu: 0.003310, output_gpu: 0.003310
input: -6.167907, output_cpu: 0.002091, output_gpu: 0.002091
input: -6.892173, output_cpu: 0.001015, output_gpu: 0.001015
input: -5.729580, output_cpu: 0.003238, output_gpu: 0.003238
input: -5.133147, output_cpu: 0.005863, output_gpu: 0.005863
input: -6.600962, output_cpu: 0.001357, output_gpu: 0.001357
input: -6.704808, output_cpu: 0.001224, output_gpu: 0.001224
input: -7.150494, output_cpu: 0.000784, output_gpu: 0.000784
input: -6.788057, output_cpu: 0.001126, output_gpu: 0.001126
input: -7.271377, output_cpu: 0.000695, output_gpu: 0.000695
input: -7.594417, output_cpu: 0.000503, output_gpu: 0.000503
input: -8.162918, output_cpu: 0.000285, output_gpu: 0.000285
input: -6.030393, output_cpu: 0.002399, output_gpu: 0.002399
input: -5.897254, output_cpu: 0.002739, output_gpu: 0.002739
input: -6.131224, output_cpu: 0.002169, output_gpu: 0.002169
input: -7.088626, output_cpu: 0.000834, output_gpu: 0.000834
input: -5.356593, output_cpu: 0.004695, output_gpu: 0.004695
input: -7.226336, output_cpu: 0.000727, output_gpu: 0.000727
input: -8.745274, output_cpu: 0.000159, output_gpu: 0.000159
input: -7.181735, output_cpu: 0.000760, output_gpu: 0.000760
input: -7.582613, output_cpu: 0.000509, output_gpu: 0.000509
input: -8.670504, output_cpu: 0.000172, output_gpu: 0.000172
input: -9.569720, output_cpu: 0.000070, output_gpu: 0.000070
input: -8.920764, output_cpu: 0.000134, output_gpu: 0.000134
input: -8.216105, output_cpu: 0.000270, output_gpu: 0.000270
input: -6.295894, output_cpu: 0.001840, output_gpu: 0.001840
input: -7.068512, output_cpu: 0.000851, output_gpu: 0.000851
input: -6.754319, output_cpu: 0.001164, output_gpu: 0.001164
input: -7.259899, output_cpu: 0.000703, output_gpu: 0.000703
input: -5.617795, output_cpu: 0.003619, output_gpu: 0.003619
input: -7.468212, output_cpu: 0.000571, output_gpu: 0.000571
input: -9.069028, output_cpu: 0.000115, output_gpu: 0.000115
input: -8.311413, output_cpu: 0.000246, output_gpu: 0.000246
input: -8.965499, output_cpu: 0.000128, output_gpu: 0.000128
input: -10.168473, output_cpu: 0.000038, output_gpu: 0.000038
input: -10.774255, output_cpu: 0.000021, output_gpu: 0.000021
input: -9.678463, output_cpu: 0.000063, output_gpu: 0.000063
input: -8.558540, output_cpu: 0.000192, output_gpu: 0.000192
input: -6.704109, output_cpu: 0.001224, output_gpu: 0.001224
input: -6.988572, output_cpu: 0.000922, output_gpu: 0.000922
input: -7.585139, output_cpu: 0.000508, output_gpu: 0.000508
input: -7.555307, output_cpu: 0.000523, output_gpu: 0.000523
input: -5.553296, output_cpu: 0.003860, output_gpu: 0.003860
input: -6.567245, output_cpu: 0.001404, output_gpu: 0.001404
input: -8.127333, output_cpu: 0.000295, output_gpu: 0.000295
input: -8.142860, output_cpu: 0.000291, output_gpu: 0.000291
input: -9.659906, output_cpu: 0.000064, output_gpu: 0.000064
input: -10.891438, output_cpu: 0.000019, output_gpu: 0.000019
input: -11.372615, output_cpu: 0.000012, output_gpu: 0.000012
input: -10.567227, output_cpu: 0.000026, output_gpu: 0.000026
input: -8.649567, output_cpu: 0.000175, output_gpu: 0.000175
input: -6.274378, output_cpu: 0.001880, output_gpu: 0.001880
input: -6.295280, output_cpu: 0.001842, output_gpu: 0.001842
input: -6.310462, output_cpu: 0.001814, output_gpu: 0.001814
input: -6.478986, output_cpu: 0.001533, output_gpu: 0.001533
input: -5.246581, output_cpu: 0.005238, output_gpu: 0.005238
input: -5.913353, output_cpu: 0.002696, output_gpu: 0.002696
input: -6.497844, output_cpu: 0.001504, output_gpu: 0.001504
input: -7.103227, output_cpu: 0.000822, output_gpu: 0.000822
input: -8.841218, output_cpu: 0.000145, output_gpu: 0.000145
input: -10.702575, output_cpu: 0.000022, output_gpu: 0.000022
input: -14.279943, output_cpu: 0.000001, output_gpu: 0.000001
input: -13.634581, output_cpu: 0.000001, output_gpu: 0.000001
input: -10.570990, output_cpu: 0.000026, output_gpu: 0.000026
input: -6.370303, output_cpu: 0.001709, output_gpu: 0.001709
input: -5.875159, output_cpu: 0.002800, output_gpu: 0.002800
input: -5.621441, output_cpu: 0.003606, output_gpu: 0.003606
input: -6.728897, output_cpu: 0.001194, output_gpu: 0.001194
input: -6.287828, output_cpu: 0.001855, output_gpu: 0.001855
input: -5.130361, output_cpu: 0.005880, output_gpu: 0.005880
input: -5.080140, output_cpu: 0.006181, output_gpu: 0.006181
input: -5.256271, output_cpu: 0.005188, output_gpu: 0.005188
input: -8.141054, output_cpu: 0.000291, output_gpu: 0.000291
input: -10.690709, output_cpu: 0.000023, output_gpu: 0.000023
input: -13.425764, output_cpu: 0.000001, output_gpu: 0.000001
input: -13.013248, output_cpu: 0.000002, output_gpu: 0.000002
input: -10.163527, output_cpu: 0.000039, output_gpu: 0.000039
input: -6.066130, output_cpu: 0.002315, output_gpu: 0.002315
input: -5.200387, output_cpu: 0.005484, output_gpu: 0.005484
input: -5.553250, output_cpu: 0.003860, output_gpu: 0.003860
input: -6.616986, output_cpu: 0.001336, output_gpu: 0.001336
input: -6.371267, output_cpu: 0.001707, output_gpu: 0.001707
input: -4.739605, output_cpu: 0.008666, output_gpu: 0.008666
input: -3.477000, output_cpu: 0.029974, output_gpu: 0.029974
input: -4.718695, output_cpu: 0.008848, output_gpu: 0.008848
input: -10.131712, output_cpu: 0.000040, output_gpu: 0.000040
input: -8.757469, output_cpu: 0.000157, output_gpu: 0.000157
input: -8.325927, output_cpu: 0.000242, output_gpu: 0.000242
input: -10.111433, output_cpu: 0.000041, output_gpu: 0.000041
input: -8.829923, output_cpu: 0.000146, output_gpu: 0.000146
input: -5.328752, output_cpu: 0.004827, output_gpu: 0.004827
input: -4.508723, output_cpu: 0.010893, output_gpu: 0.010893
input: -5.083089, output_cpu: 0.006163, output_gpu: 0.006163
input: -6.211848, output_cpu: 0.002002, output_gpu: 0.002002
input: -5.779227, output_cpu: 0.003082, output_gpu: 0.003082
input: -5.161160, output_cpu: 0.005702, output_gpu: 0.005702
input: -3.623283, output_cpu: 0.026001, output_gpu: 0.026001
input: -5.627304, output_cpu: 0.003585, output_gpu: 0.003585
input: -13.320273, output_cpu: 0.000002, output_gpu: 0.000002
input: -9.581079, output_cpu: 0.000069, output_gpu: 0.000069
input: -5.391248, output_cpu: 0.004536, output_gpu: 0.004536
input: -6.657623, output_cpu: 0.001283, output_gpu: 0.001283
input: -6.501424, output_cpu: 0.001499, output_gpu: 0.001499
input: -4.609962, output_cpu: 0.009854, output_gpu: 0.009854
input: -4.115113, output_cpu: 0.016062, output_gpu: 0.016062
input: -4.738802, output_cpu: 0.008673, output_gpu: 0.008673
input: -5.254667, output_cpu: 0.005196, output_gpu: 0.005196
input: -4.417973, output_cpu: 0.011915, output_gpu: 0.011915
input: -3.548804, output_cpu: 0.027955, output_gpu: 0.027955
input: -1.928965, output_cpu: 0.126865, output_gpu: 0.126865
input: -2.221473, output_cpu: 0.097839, output_gpu: 0.097839
input: -8.128902, output_cpu: 0.000295, output_gpu: 0.000295
input: -4.207868, output_cpu: 0.014660, output_gpu: 0.014660
input: -2.169784, output_cpu: 0.102497, output_gpu: 0.102497
input: -4.016592, output_cpu: 0.017695, output_gpu: 0.017695
input: -5.129807, output_cpu: 0.005883, output_gpu: 0.005883
input: -5.223723, output_cpu: 0.005358, output_gpu: 0.005358
input: -4.257404, output_cpu: 0.013961, output_gpu: 0.013961
input: -5.002845, output_cpu: 0.006674, output_gpu: 0.006674
input: -5.351677, output_cpu: 0.004718, output_gpu: 0.004718
input: -4.068383, output_cpu: 0.016817, output_gpu: 0.016817
input: -2.297069, output_cpu: 0.091366, output_gpu: 0.091366
input: -2.157739, output_cpu: 0.103610, output_gpu: 0.103610
input: -0.411511, output_cpu: 0.398550, output_gpu: 0.398550
input: -1.208112, output_cpu: 0.230035, output_gpu: 0.230035
input: -0.194425, output_cpu: 0.451546, output_gpu: 0.451546
input: -0.916435, output_cpu: 0.285685, output_gpu: 0.285685
input: -3.082754, output_cpu: 0.043824, output_gpu: 0.043824
input: -4.110260, output_cpu: 0.016139, output_gpu: 0.016139
input: -4.211715, output_cpu: 0.014604, output_gpu: 0.014604
input: -4.384439, output_cpu: 0.012316, output_gpu: 0.012316
input: -4.756043, output_cpu: 0.008526, output_gpu: 0.008526
input: -4.504086, output_cpu: 0.010943, output_gpu: 0.010943
input: -3.120357, output_cpu: 0.042275, output_gpu: 0.042275
input: -2.446368, output_cpu: 0.079705, output_gpu: 0.079705
input: -3.166547, output_cpu: 0.040444, output_gpu: 0.040444
input: -1.591928, output_cpu: 0.169113, output_gpu: 0.169113
input: -1.170072, output_cpu: 0.236842, output_gpu: 0.236842
input: -0.959190, output_cpu: 0.277040, output_gpu: 0.277040
input: -2.060058, output_cpu: 0.113040, output_gpu: 0.113040
input: -3.941938, output_cpu: 0.019041, output_gpu: 0.019041
input: -4.833112, output_cpu: 0.007899, output_gpu: 0.007899
input: -4.988228, output_cpu: 0.006772, output_gpu: 0.006772
input: -5.101080, output_cpu: 0.006053, output_gpu: 0.006053
input: -5.049705, output_cpu: 0.006370, output_gpu: 0.006370
input: -3.928863, output_cpu: 0.019287, output_gpu: 0.019287
input: -2.826679, output_cpu: 0.055899, output_gpu: 0.055899
input: -3.757280, output_cpu: 0.022815, output_gpu: 0.022815
input: -4.897206, output_cpu: 0.007412, output_gpu: 0.007412
input: -3.734630, output_cpu: 0.023325, output_gpu: 0.023325
input: -3.369292, output_cpu: 0.033269, output_gpu: 0.033269
input: -2.786542, output_cpu: 0.058056, output_gpu: 0.058056
input: -3.287695, output_cpu: 0.035996, output_gpu: 0.035996
input: -4.057023, output_cpu: 0.017006, output_gpu: 0.017006
input: -4.737244, output_cpu: 0.008687, output_gpu: 0.008687
input: -4.940693, output_cpu: 0.007099, output_gpu: 0.007099
input: -5.051395, output_cpu: 0.006360, output_gpu: 0.006360
input: -4.752391, output_cpu: 0.008557, output_gpu: 0.008557
input: -3.631152, output_cpu: 0.025802, output_gpu: 0.025802
input: -3.139814, output_cpu: 0.041495, output_gpu: 0.041495
input: -3.844388, output_cpu: 0.020951, output_gpu: 0.020951
input: -3.921825, output_cpu: 0.019420, output_gpu: 0.019420
input: -4.129032, output_cpu: 0.015843, output_gpu: 0.015843
input: -5.195245, output_cpu: 0.005512, output_gpu: 0.005512
input: -5.550036, output_cpu: 0.003872, output_gpu: 0.003872
input: -5.968510, output_cpu: 0.002552, output_gpu: 0.002552
input: -6.164227, output_cpu: 0.002099, output_gpu: 0.002099
input: -6.371085, output_cpu: 0.001707, output_gpu: 0.001707
input: -5.320922, output_cpu: 0.004864, output_gpu: 0.004864
input: -3.924831, output_cpu: 0.019363, output_gpu: 0.019363
input: -4.643445, output_cpu: 0.009533, output_gpu: 0.009533
input: -5.882792, output_cpu: 0.002779, output_gpu: 0.002779
input: -5.613277, output_cpu: 0.003636, output_gpu: 0.003636
input: -3.505853, output_cpu: 0.029146, output_gpu: 0.029146
input: -4.902878, output_cpu: 0.007370, output_gpu: 0.007370
input: -5.778757, output_cpu: 0.003083, output_gpu: 0.003083
input: -6.961493, output_cpu: 0.000947, output_gpu: 0.000947
input: -6.507238, output_cpu: 0.001490, output_gpu: 0.001490
input: -6.678831, output_cpu: 0.001256, output_gpu: 0.001256
input: -6.617777, output_cpu: 0.001335, output_gpu: 0.001335
input: -6.089519, output_cpu: 0.002261, output_gpu: 0.002261
input: -4.479309, output_cpu: 0.011214, output_gpu: 0.011214
input: -3.166052, output_cpu: 0.040463, output_gpu: 0.040463
input: -4.893625, output_cpu: 0.007438, output_gpu: 0.007438
input: -5.708786, output_cpu: 0.003306, output_gpu: 0.003306
input: -4.852917, output_cpu: 0.007745, output_gpu: 0.007745
input: -5.005212, output_cpu: 0.006658, output_gpu: 0.006658
input: -7.669796, output_cpu: 0.000466, output_gpu: 0.000466
input: -6.553458, output_cpu: 0.001423, output_gpu: 0.001423
input: -6.980192, output_cpu: 0.000929, output_gpu: 0.000929
input: -7.741930, output_cpu: 0.000434, output_gpu: 0.000434
input: -8.505913, output_cpu: 0.000202, output_gpu: 0.000202
input: -7.671564, output_cpu: 0.000466, output_gpu: 0.000466
input: -6.537715, output_cpu: 0.001446, output_gpu: 0.001446
input: -4.544250, output_cpu: 0.010516, output_gpu: 0.010516
input: -3.784830, output_cpu: 0.022208, output_gpu: 0.022208
input: -4.756584, output_cpu: 0.008522, output_gpu: 0.008522
input: -5.940209, output_cpu: 0.002625, output_gpu: 0.002625
input: -4.353124, output_cpu: 0.012703, output_gpu: 0.012703
input: -5.183856, output_cpu: 0.005575, output_gpu: 0.005575
input: -7.928324, output_cpu: 0.000360, output_gpu: 0.000360
input: -6.951407, output_cpu: 0.000956, output_gpu: 0.000956
input: -6.516232, output_cpu: 0.001477, output_gpu: 0.001477
input: -7.163155, output_cpu: 0.000774, output_gpu: 0.000774
input: -8.480502, output_cpu: 0.000207, output_gpu: 0.000207
input: -6.815265, output_cpu: 0.001096, output_gpu: 0.001096
input: -5.539875, output_cpu: 0.003912, output_gpu: 0.003912
input: -3.616847, output_cpu: 0.026164, output_gpu: 0.026164
input: -3.620390, output_cpu: 0.026074, output_gpu: 0.026074
input: -4.895727, output_cpu: 0.007423, output_gpu: 0.007423
input: -5.948123, output_cpu: 0.002604, output_gpu: 0.002604
input: -4.003711, output_cpu: 0.017921, output_gpu: 0.017921
input: -5.001351, output_cpu: 0.006684, output_gpu: 0.006684
input: -8.187404, output_cpu: 0.000278, output_gpu: 0.000278
input: -6.846462, output_cpu: 0.001062, output_gpu: 0.001062
input: -6.863971, output_cpu: 0.001044, output_gpu: 0.001044
input: -7.302701, output_cpu: 0.000673, output_gpu: 0.000673
input: -7.895711, output_cpu: 0.000372, output_gpu: 0.000372
input: -5.866129, output_cpu: 0.002826, output_gpu: 0.002826
input: -3.841736, output_cpu: 0.021006, output_gpu: 0.021006
input: -2.500355, output_cpu: 0.075833, output_gpu: 0.075833
input: -1.736214, output_cpu: 0.149795, output_gpu: 0.149794
input: -3.140672, output_cpu: 0.041460, output_gpu: 0.041460
input: -5.165969, output_cpu: 0.005675, output_gpu: 0.005675
input: -4.209239, output_cpu: 0.014640, output_gpu: 0.014640
input: -4.598200, output_cpu: 0.009970, output_gpu: 0.009970
input: -5.764763, output_cpu: 0.003126, output_gpu: 0.003126
input: -5.827596, output_cpu: 0.002937, output_gpu: 0.002937
input: -7.796515, output_cpu: 0.000411, output_gpu: 0.000411
input: -9.538966, output_cpu: 0.000072, output_gpu: 0.000072
input: -11.793565, output_cpu: 0.000008, output_gpu: 0.000008
input: -9.395856, output_cpu: 0.000083, output_gpu: 0.000083
input: -5.488505, output_cpu: 0.004117, output_gpu: 0.004117
input: -1.161063, output_cpu: 0.238474, output_gpu: 0.238474
input: 0.078701, output_cpu: 0.519665, output_gpu: 0.519665
input: -1.785358, output_cpu: 0.143643, output_gpu: 0.143643
input: -6.876602, output_cpu: 0.001031, output_gpu: 0.001031
input: -5.937124, output_cpu: 0.002633, output_gpu: 0.002633
input: -4.017759, output_cpu: 0.017675, output_gpu: 0.017675
input: -3.262935, output_cpu: 0.036865, output_gpu: 0.036865
input: -3.991370, output_cpu: 0.018139, output_gpu: 0.018139
input: -8.877867, output_cpu: 0.000139, output_gpu: 0.000139
input: -11.592742, output_cpu: 0.000009, output_gpu: 0.000009
input: -13.267168, output_cpu: 0.000002, output_gpu: 0.000002
input: -10.929268, output_cpu: 0.000018, output_gpu: 0.000018
input: -6.982965, output_cpu: 0.000927, output_gpu: 0.000927
input: -2.053425, output_cpu: 0.113707, output_gpu: 0.113707
input: -0.936486, output_cpu: 0.281611, output_gpu: 0.281611
input: -2.746725, output_cpu: 0.060272, output_gpu: 0.060272
input: -6.501787, output_cpu: 0.001499, output_gpu: 0.001499
input: -6.161903, output_cpu: 0.002104, output_gpu: 0.002104
input: -4.801727, output_cpu: 0.008149, output_gpu: 0.008149
input: -3.076700, output_cpu: 0.044079, output_gpu: 0.044079
input: -4.466728, output_cpu: 0.011354, output_gpu: 0.011354
